accuracy,agent,cell_id,checkpoint,ecology,metric,niche,seed
0.375,2,C2,128,AFFINE_BOOLEAN_V1,bit2,0,99104
0.625,2,C2,128,AFFINE_BOOLEAN_V1,bit3,0,99104
0.25,2,C2,128,AFFINE_BOOLEAN_V1,joint,0,99104
0.625,2,C2,128,AFFINE_BOOLEAN_V1,bit1,1,99104
0.5,2,C2,128,AFFINE_BOOLEAN_V1,bit2,1,99104
0.375,2,C2,128,AFFINE_BOOLEAN_V1,bit3,1,99104
0.375,2,C2,128,AFFINE_BOOLEAN_V1,joint,1,99104
1.0,2,C2,128,AFFINE_BOOLEAN_V1,bit1,2,99104
0.25,2,C2,128,AFFINE_BOOLEAN_V1,bit2,2,99104
0.875,2,C2,128,AFFINE_BOOLEAN_V1,bit3,2,99104
0.25,2,C2,128,AFFINE_BOOLEAN_V1,joint,2,99104
0.375,2,C2,128,AFFINE_BOOLEAN_V1,bit1,3,99104
0.25,2,C2,128,AFFINE_BOOLEAN_V1,bit2,3,99104
0.75,2,C2,128,AFFINE_BOOLEAN_V1,bit3,3,99104
0.0,2,C2,128,AFFINE_BOOLEAN_V1,joint,3,99104
0.5,3,C2,128,AFFINE_BOOLEAN_V1,bit1,0,99104
0.75,3,C2,128,AFFINE_BOOLEAN_V1,bit2,0,99104
0.375,3,C2,128,AFFINE_BOOLEAN_V1,bit3,0,99104
0.375,3,C2,128,AFFINE_BOOLEAN_V1,joint,0,99104
0.5,3,C2,128,AFFINE_BOOLEAN_V1,bit1,1,99104
0.625,3,C2,128,AFFINE_BOOLEAN_V1,bit2,1,99104
0.875,3,C2,128,AFFINE_BOOLEAN_V1,bit3,1,99104
0.375,3,C2,128,AFFINE_BOOLEAN_V1,joint,1,99104
0.625,3,C2,128,AFFINE_BOOLEAN_V1,bit1,2,99104
0.5,3,C2,128,AFFINE_BOOLEAN_V1,bit2,2,99104
0.625,3,C2,128,AFFINE_BOOLEAN_V1,bit3,2,99104
0.375,3,C2,128,AFFINE_BOOLEAN_V1,joint,2,99104
0.5,3,C2,128,AFFINE_BOOLEAN_V1,bit1,3,99104
0.25,3,C2,128,AFFINE_BOOLEAN_V1,bit2,3,99104
0.125,3,C2,128,AFFINE_BOOLEAN_V1,bit3,3,99104
0.0,3,C2,128,AFFINE_BOOLEAN_V1,joint,3,99104
0.5,0,C3,0,AFFINE_BOOLEAN_V1,bit1,0,99104
0.0,0,C3,0,AFFINE_BOOLEAN_V1,bit2,0,99104
0.375,0,C3,0,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,0,C3,0,AFFINE_BOOLEAN_V1,joint,0,99104
0.5,0,C3,0,AFFINE_BOOLEAN_V1,bit1,1,99104
0.625,0,C3,0,AFFINE_BOOLEAN_V1,bit2,1,99104
0.75,0,C3,0,AFFINE_BOOLEAN_V1,bit3,1,99104
0.25,0,C3,0,AFFINE_BOOLEAN_V1,joint,1,99104
0.875,0,C3,0,AFFINE_BOOLEAN_V1,bit1,2,99104
0.625,0,C3,0,AFFINE_BOOLEAN_V1,bit2,2,99104
0.5,0,C3,0,AFFINE_BOOLEAN_V1,bit3,2,99104
0.375,0,C3,0,AFFINE_BOOLEAN_V1,joint,2,99104
0.5,0,C3,0,AFFINE_BOOLEAN_V1,bit1,3,99104
0.5,0,C3,0,AFFINE_BOOLEAN_V1,bit2,3,99104
0.625,0,C3,0,AFFINE_BOOLEAN_V1,bit3,3,99104
0.125,0,C3,0,AFFINE_BOOLEAN_V1,joint,3,99104
0.375,1,C3,0,AFFINE_BOOLEAN_V1,bit1,0,99104
0.125,1,C3,0,AFFINE_BOOLEAN_V1,bit2,0,99104
0.375,1,C3,0,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,1,C3,0,AFFINE_BOOLEAN_V1,joint,0,99104
0.5,1,C3,0,AFFINE_BOOLEAN_V1,bit1,1,99104
0.625,1,C3,0,AFFINE_BOOLEAN_V1,bit2,1,99104
0.875,1,C3,0,AFFINE_BOOLEAN_V1,bit3,1,99104
0.25,1,C3,0,AFFINE_BOOLEAN_V1,joint,1,99104
0.75,1,C3,0,AFFINE_BOOLEAN_V1,bit1,2,99104
0.375,1,C3,0,AFFINE_BOOLEAN_V1,bit2,2,99104
0.5,1,C3,0,AFFINE_BOOLEAN_V1,bit3,2,99104
0.375,1,C3,0,AFFINE_BOOLEAN_V1,joint,2,99104
0.625,1,C3,0,AFFINE_BOOLEAN_V1,bit1,3,99104
0.5,1,C3,0,AFFINE_BOOLEAN_V1,bit2,3,99104
0.625,1,C3,0,AFFINE_BOOLEAN_V1,bit3,3,99104
0.25,1,C3,0,AFFINE_BOOLEAN_V1,joint,3,99104
0.75,2,C3,0,AFFINE_BOOLEAN_V1,bit1,0,99104
0.125,2,C3,0,AFFINE_BOOLEAN_V1,bit2,0,99104
0.125,2,C3,0,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,2,C3,0,AFFINE_BOOLEAN_V1,joint,0,99104
0.625,2,C3,0,AFFINE_BOOLEAN_V1,bit1,1,99104
0.5,2,C3,0,AFFINE_BOOLEAN_V1,bit2,1,99104
0.75,2,C3,0,AFFINE_BOOLEAN_V1,bit3,1,99104
0.25,2,C3,0,AFFINE_BOOLEAN_V1,joint,1,99104
1.0,2,C3,0,AFFINE_BOOLEAN_V1,bit1,2,99104
0.625,2,C3,0,AFFINE_BOOLEAN_V1,bit2,2,99104
0.5,2,C3,0,AFFINE_BOOLEAN_V1,bit3,2,99104
0.375,2,C3,0,AFFINE_BOOLEAN_V1,joint,2,99104
0.5,2,C3,0,AFFINE_BOOLEAN_V1,bit1,3,99104
0.625,2,C3,0,AFFINE_BOOLEAN_V1,bit2,3,99104
0.75,2,C3,0,AFFINE_BOOLEAN_V1,bit3,3,99104
0.25,2,C3,0,AFFINE_BOOLEAN_V1,joint,3,99104
0.5,3,C3,0,AFFINE_BOOLEAN_V1,bit1,0,99104
0.0,3,C3,0,AFFINE_BOOLEAN_V1,bit2,0,99104
0.5,3,C3,0,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,3,C3,0,AFFINE_BOOLEAN_V1,joint,0,99104
0.625,3,C3,0,AFFINE_BOOLEAN_V1,bit1,1,99104
0.75,3,C3,0,AFFINE_BOOLEAN_V1,bit2,1,99104
0.75,3,C3,0,AFFINE_BOOLEAN_V1,bit3,1,99104
0.375,3,C3,0,AFFINE_BOOLEAN_V1,joint,1,99104
0.875,3,C3,0,AFFINE_BOOLEAN_V1,bit1,2,99104
0.625,3,C3,0,AFFINE_BOOLEAN_V1,bit2,2,99104
0.625,3,C3,0,AFFINE_BOOLEAN_V1,bit3,2,99104
0.375,3,C3,0,AFFINE_BOOLEAN_V1,joint,2,99104
0.625,3,C3,0,AFFINE_BOOLEAN_V1,bit1,3,99104
0.375,3,C3,0,AFFINE_BOOLEAN_V1,bit2,3,99104
0.375,3,C3,0,AFFINE_BOOLEAN_V1,bit3,3,99104
0.0,3,C3,0,AFFINE_BOOLEAN_V1,joint,3,99104
0.0,0,C3,16,AFFINE_BOOLEAN_V1,bit1,0,99104
0.375,0,C3,16,AFFINE_BOOLEAN_V1,bit2,0,99104
0.25,0,C3,16,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,0,C3,16,AFFINE_BOOLEAN_V1,joint,0,99104
0.625,0,C3,16,AFFINE_BOOLEAN_V1,bit1,1,99104
0.625,0,C3,16,AFFINE_BOOLEAN_V1,bit2,1,99104
0.625,0,C3,16,AFFINE_BOOLEAN_V1,bit3,1,99104
0.25,0,C3,16,AFFINE_BOOLEAN_V1,joint,1,99104
0.625,0,C3,16,AFFINE_BOOLEAN_V1,bit1,2,99104
0.125,0,C3,16,AFFINE_BOOLEAN_V1,bit2,2,99104
0.625,0,C3,16,AFFINE_BOOLEAN_V1,bit3,2,99104
0.0,0,C3,16,AFFINE_BOOLEAN_V1,joint,2,99104
0.5,0,C3,16,AFFINE_BOOLEAN_V1,bit1,3,99104
0.75,0,C3,16,AFFINE_BOOLEAN_V1,bit2,3,99104
0.25,0,C3,16,AFFINE_BOOLEAN_V1,bit3,3,99104
0.0,0,C3,16,AFFINE_BOOLEAN_V1,joint,3,99104
0.5,1,C3,16,AFFINE_BOOLEAN_V1,bit1,0,99104
0.625,1,C3,16,AFFINE_BOOLEAN_V1,bit2,0,99104
0.375,1,C3,16,AFFINE_BOOLEAN_V1,bit3,0,99104
0.25,1,C3,16,AFFINE_BOOLEAN_V1,joint,0,99104
0.5,1,C3,16,AFFINE_BOOLEAN_V1,bit1,1,99104
0.625,1,C3,16,AFFINE_BOOLEAN_V1,bit2,1,99104
0.875,1,C3,16,AFFINE_BOOLEAN_V1,bit3,1,99104
0.375,1,C3,16,AFFINE_BOOLEAN_V1,joint,1,99104
0.625,1,C3,16,AFFINE_BOOLEAN_V1,bit1,2,99104
0.625,1,C3,16,AFFINE_BOOLEAN_V1,bit2,2,99104
0.25,1,C3,16,AFFINE_BOOLEAN_V1,bit3,2,99104
0.25,1,C3,16,AFFINE_BOOLEAN_V1,joint,2,99104
0.75,1,C3,16,AFFINE_BOOLEAN_V1,bit1,3,99104
0.375,1,C3,16,AFFINE_BOOLEAN_V1,bit2,3,99104
0.25,1,C3,16,AFFINE_BOOLEAN_V1,bit3,3,99104
0.0,1,C3,16,AFFINE_BOOLEAN_V1,joint,3,99104
0.375,2,C3,16,AFFINE_BOOLEAN_V1,bit1,0,99104
0.125,2,C3,16,AFFINE_BOOLEAN_V1,bit2,0,99104
0.5,2,C3,16,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,2,C3,16,AFFINE_BOOLEAN_V1,joint,0,99104
0.5,2,C3,16,AFFINE_BOOLEAN_V1,bit1,1,99104
0.375,2,C3,16,AFFINE_BOOLEAN_V1,bit2,1,99104
0.75,2,C3,16,AFFINE_BOOLEAN_V1,bit3,1,99104
0.125,2,C3,16,AFFINE_BOOLEAN_V1,joint,1,99104
0.875,2,C3,16,AFFINE_BOOLEAN_V1,bit1,2,99104
0.625,2,C3,16,AFFINE_BOOLEAN_V1,bit2,2,99104
0.625,2,C3,16,AFFINE_BOOLEAN_V1,bit3,2,99104
0.625,2,C3,16,AFFINE_BOOLEAN_V1,joint,2,99104
0.5,2,C3,16,AFFINE_BOOLEAN_V1,bit1,3,99104
0.5,2,C3,16,AFFINE_BOOLEAN_V1,bit2,3,99104
0.625,2,C3,16,AFFINE_BOOLEAN_V1,bit3,3,99104
0.0,2,C3,16,AFFINE_BOOLEAN_V1,joint,3,99104
0.75,3,C3,16,AFFINE_BOOLEAN_V1,bit1,0,99104
0.375,3,C3,16,AFFINE_BOOLEAN_V1,bit2,0,99104
0.25,3,C3,16,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,3,C3,16,AFFINE_BOOLEAN_V1,joint,0,99104
0.375,3,C3,16,AFFINE_BOOLEAN_V1,bit1,1,99104
0.625,3,C3,16,AFFINE_BOOLEAN_V1,bit2,1,99104
0.5,3,C3,16,AFFINE_BOOLEAN_V1,bit3,1,99104
0.25,3,C3,16,AFFINE_BOOLEAN_V1,joint,1,99104
0.5,3,C3,16,AFFINE_BOOLEAN_V1,bit1,2,99104
0.75,3,C3,16,AFFINE_BOOLEAN_V1,bit2,2,99104
0.75,3,C3,16,AFFINE_BOOLEAN_V1,bit3,2,99104
0.25,3,C3,16,AFFINE_BOOLEAN_V1,joint,2,99104
0.5,3,C3,16,AFFINE_BOOLEAN_V1,bit1,3,99104
0.25,3,C3,16,AFFINE_BOOLEAN_V1,bit2,3,99104
0.5,3,C3,16,AFFINE_BOOLEAN_V1,bit3,3,99104
0.0,3,C3,16,AFFINE_BOOLEAN_V1,joint,3,99104
0.125,0,C3,32,AFFINE_BOOLEAN_V1,bit1,0,99104
0.625,0,C3,32,AFFINE_BOOLEAN_V1,bit2,0,99104
0.625,0,C3,32,AFFINE_BOOLEAN_V1,bit3,0,99104
0.125,0,C3,32,AFFINE_BOOLEAN_V1,joint,0,99104
0.75,0,C3,32,AFFINE_BOOLEAN_V1,bit1,1,99104
0.625,0,C3,32,AFFINE_BOOLEAN_V1,bit2,1,99104
0.875,0,C3,32,AFFINE_BOOLEAN_V1,bit3,1,99104
0.5,0,C3,32,AFFINE_BOOLEAN_V1,joint,1,99104
0.625,0,C3,32,AFFINE_BOOLEAN_V1,bit1,2,99104
0.375,0,C3,32,AFFINE_BOOLEAN_V1,bit2,2,99104
0.375,0,C3,32,AFFINE_BOOLEAN_V1,bit3,2,99104
0.125,0,C3,32,AFFINE_BOOLEAN_V1,joint,2,99104
0.5,0,C3,32,AFFINE_BOOLEAN_V1,bit1,3,99104
0.5,0,C3,32,AFFINE_BOOLEAN_V1,bit2,3,99104
0.375,0,C3,32,AFFINE_BOOLEAN_V1,bit3,3,99104
0.125,0,C3,32,AFFINE_BOOLEAN_V1,joint,3,99104
0.625,1,C3,32,AFFINE_BOOLEAN_V1,bit1,0,99104
0.5,1,C3,32,AFFINE_BOOLEAN_V1,bit2,0,99104
0.5,1,C3,32,AFFINE_BOOLEAN_V1,bit3,0,99104
0.25,1,C3,32,AFFINE_BOOLEAN_V1,joint,0,99104
0.5,1,C3,32,AFFINE_BOOLEAN_V1,bit1,1,99104
0.75,1,C3,32,AFFINE_BOOLEAN_V1,bit2,1,99104
0.75,1,C3,32,AFFINE_BOOLEAN_V1,bit3,1,99104
0.25,1,C3,32,AFFINE_BOOLEAN_V1,joint,1,99104
0.75,1,C3,32,AFFINE_BOOLEAN_V1,bit1,2,99104
0.625,1,C3,32,AFFINE_BOOLEAN_V1,bit2,2,99104
0.625,1,C3,32,AFFINE_BOOLEAN_V1,bit3,2,99104
0.375,1,C3,32,AFFINE_BOOLEAN_V1,joint,2,99104
0.75,1,C3,32,AFFINE_BOOLEAN_V1,bit1,3,99104
0.125,1,C3,32,AFFINE_BOOLEAN_V1,bit2,3,99104
0.5,1,C3,32,AFFINE_BOOLEAN_V1,bit3,3,99104
0.125,1,C3,32,AFFINE_BOOLEAN_V1,joint,3,99104
0.5,2,C3,32,AFFINE_BOOLEAN_V1,bit1,0,99104
0.25,2,C3,32,AFFINE_BOOLEAN_V1,bit2,0,99104
0.375,2,C3,32,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,2,C3,32,AFFINE_BOOLEAN_V1,joint,0,99104
0.625,2,C3,32,AFFINE_BOOLEAN_V1,bit1,1,99104
0.5,2,C3,32,AFFINE_BOOLEAN_V1,bit2,1,99104
0.5,2,C3,32,AFFINE_BOOLEAN_V1,bit3,1,99104
0.125,2,C3,32,AFFINE_BOOLEAN_V1,joint,1,99104
0.875,2,C3,32,AFFINE_BOOLEAN_V1,bit1,2,99104
0.5,2,C3,32,AFFINE_BOOLEAN_V1,bit2,2,99104
0.625,2,C3,32,AFFINE_BOOLEAN_V1,bit3,2,99104
0.375,2,C3,32,AFFINE_BOOLEAN_V1,joint,2,99104
0.5,2,C3,32,AFFINE_BOOLEAN_V1,bit1,3,99104
0.75,2,C3,32,AFFINE_BOOLEAN_V1,bit2,3,99104
0.5,2,C3,32,AFFINE_BOOLEAN_V1,bit3,3,99104
0.125,2,C3,32,AFFINE_BOOLEAN_V1,joint,3,99104
0.5,3,C3,32,AFFINE_BOOLEAN_V1,bit1,0,99104
0.25,3,C3,32,AFFINE_BOOLEAN_V1,bit2,0,99104
0.25,3,C3,32,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,3,C3,32,AFFINE_BOOLEAN_V1,joint,0,99104
0.5,3,C3,32,AFFINE_BOOLEAN_V1,bit1,1,99104
0.375,3,C3,32,AFFINE_BOOLEAN_V1,bit2,1,99104
0.625,3,C3,32,AFFINE_BOOLEAN_V1,bit3,1,99104
0.125,3,C3,32,AFFINE_BOOLEAN_V1,joint,1,99104
0.75,3,C3,32,AFFINE_BOOLEAN_V1,bit1,2,99104
0.625,3,C3,32,AFFINE_BOOLEAN_V1,bit2,2,99104
0.625,3,C3,32,AFFINE_BOOLEAN_V1,bit3,2,99104
0.375,3,C3,32,AFFINE_BOOLEAN_V1,joint,2,99104
0.5,3,C3,32,AFFINE_BOOLEAN_V1,bit1,3,99104
0.625,3,C3,32,AFFINE_BOOLEAN_V1,bit2,3,99104
0.5,3,C3,32,AFFINE_BOOLEAN_V1,bit3,3,99104
0.0,3,C3,32,AFFINE_BOOLEAN_V1,joint,3,99104
0.25,0,C3,64,AFFINE_BOOLEAN_V1,bit1,0,99104
0.375,0,C3,64,AFFINE_BOOLEAN_V1,bit2,0,99104
0.625,0,C3,64,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,0,C3,64,AFFINE_BOOLEAN_V1,joint,0,99104
0.5,0,C3,64,AFFINE_BOOLEAN_V1,bit1,1,99104
0.875,0,C3,64,AFFINE_BOOLEAN_V1,bit2,1,99104
0.375,0,C3,64,AFFINE_BOOLEAN_V1,bit3,1,99104
0.125,0,C3,64,AFFINE_BOOLEAN_V1,joint,1,99104
0.75,0,C3,64,AFFINE_BOOLEAN_V1,bit1,2,99104
0.75,0,C3,64,AFFINE_BOOLEAN_V1,bit2,2,99104
0.375,0,C3,64,AFFINE_BOOLEAN_V1,bit3,2,99104
0.25,0,C3,64,AFFINE_BOOLEAN_V1,joint,2,99104
0.5,0,C3,64,AFFINE_BOOLEAN_V1,bit1,3,99104
0.25,0,C3,64,AFFINE_BOOLEAN_V1,bit2,3,99104
0.375,0,C3,64,AFFINE_BOOLEAN_V1,bit3,3,99104
0.0,0,C3,64,AFFINE_BOOLEAN_V1,joint,3,99104
0.5,1,C3,64,AFFINE_BOOLEAN_V1,bit1,0,99104
0.625,1,C3,64,AFFINE_BOOLEAN_V1,bit2,0,99104
0.375,1,C3,64,AFFINE_BOOLEAN_V1,bit3,0,99104
0.125,1,C3,64,AFFINE_BOOLEAN_V1,joint,0,99104
0.75,1,C3,64,AFFINE_BOOLEAN_V1,bit1,1,99104
0.375,1,C3,64,AFFINE_BOOLEAN_V1,bit2,1,99104
0.875,1,C3,64,AFFINE_BOOLEAN_V1,bit3,1,99104
0.375,1,C3,64,AFFINE_BOOLEAN_V1,joint,1,99104
1.0,1,C3,64,AFFINE_BOOLEAN_V1,bit1,2,99104
0.625,1,C3,64,AFFINE_BOOLEAN_V1,bit2,2,99104
0.25,1,C3,64,AFFINE_BOOLEAN_V1,bit3,2,99104
0.125,1,C3,64,AFFINE_BOOLEAN_V1,joint,2,99104
0.375,1,C3,64,AFFINE_BOOLEAN_V1,bit1,3,99104
0.25,1,C3,64,AFFINE_BOOLEAN_V1,bit2,3,99104
0.5,1,C3,64,AFFINE_BOOLEAN_V1,bit3,3,99104
0.0,1,C3,64,AFFINE_BOOLEAN_V1,joint,3,99104
0.5,2,C3,64,AFFINE_BOOLEAN_V1,bit1,0,99104
0.375,2,C3,64,AFFINE_BOOLEAN_V1,bit2,0,99104
0.375,2,C3,64,AFFINE_BOOLEAN_V1,bit3,0,99104
0.125,2,C3,64,AFFINE_BOOLEAN_V1,joint,0,99104
0.5,2,C3,64,AFFINE_BOOLEAN_V1,bit1,1,99104
0.375,2,C3,64,AFFINE_BOOLEAN_V1,bit2,1,99104
0.75,2,C3,64,AFFINE_BOOLEAN_V1,bit3,1,99104
0.125,2,C3,64,AFFINE_BOOLEAN_V1,joint,1,99104
0.75,2,C3,64,AFFINE_BOOLEAN_V1,bit1,2,99104
0.625,2,C3,64,AFFINE_BOOLEAN_V1,bit2,2,99104
0.5,2,C3,64,AFFINE_BOOLEAN_V1,bit3,2,99104
0.375,2,C3,64,AFFINE_BOOLEAN_V1,joint,2,99104
0.625,2,C3,64,AFFINE_BOOLEAN_V1,bit1,3,99104
0.625,2,C3,64,AFFINE_BOOLEAN_V1,bit2,3,99104
0.5,2,C3,64,AFFINE_BOOLEAN_V1,bit3,3,99104
0.125,2,C3,64,AFFINE_BOOLEAN_V1,joint,3,99104
0.5,3,C3,64,AFFINE_BOOLEAN_V1,bit1,0,99104
0.5,3,C3,64,AFFINE_BOOLEAN_V1,bit2,0,99104
0.125,3,C3,64,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,3,C3,64,AFFINE_BOOLEAN_V1,joint,0,99104
0.625,3,C3,64,AFFINE_BOOLEAN_V1,bit1,1,99104
0.625,3,C3,64,AFFINE_BOOLEAN_V1,bit2,1,99104
0.875,3,C3,64,AFFINE_BOOLEAN_V1,bit3,1,99104
0.375,3,C3,64,AFFINE_BOOLEAN_V1,joint,1,99104
1.0,3,C3,64,AFFINE_BOOLEAN_V1,bit1,2,99104
0.375,3,C3,64,AFFINE_BOOLEAN_V1,bit2,2,99104
0.625,3,C3,64,AFFINE_BOOLEAN_V1,bit3,2,99104
0.25,3,C3,64,AFFINE_BOOLEAN_V1,joint,2,99104
0.375,3,C3,64,AFFINE_BOOLEAN_V1,bit1,3,99104
0.625,3,C3,64,AFFINE_BOOLEAN_V1,bit2,3,99104
0.375,3,C3,64,AFFINE_BOOLEAN_V1,bit3,3,99104
0.125,3,C3,64,AFFINE_BOOLEAN_V1,joint,3,99104
0.625,0,C3,128,AFFINE_BOOLEAN_V1,bit1,0,99104
0.5,0,C3,128,AFFINE_BOOLEAN_V1,bit2,0,99104
0.625,0,C3,128,AFFINE_BOOLEAN_V1,bit3,0,99104
0.25,0,C3,128,AFFINE_BOOLEAN_V1,joint,0,99104
0.75,0,C3,128,AFFINE_BOOLEAN_V1,bit1,1,99104
0.75,0,C3,128,AFFINE_BOOLEAN_V1,bit2,1,99104
0.625,0,C3,128,AFFINE_BOOLEAN_V1,bit3,1,99104
0.125,0,C3,128,AFFINE_BOOLEAN_V1,joint,1,99104
0.5,0,C3,128,AFFINE_BOOLEAN_V1,bit1,2,99104
0.625,0,C3,128,AFFINE_BOOLEAN_V1,bit2,2,99104
0.5,0,C3,128,AFFINE_BOOLEAN_V1,bit3,2,99104
0.125,0,C3,128,AFFINE_BOOLEAN_V1,joint,2,99104
0.875,0,C3,128,AFFINE_BOOLEAN_V1,bit1,3,99104
0.5,0,C3,128,AFFINE_BOOLEAN_V1,bit2,3,99104
0.5,0,C3,128,AFFINE_BOOLEAN_V1,bit3,3,99104
0.125,0,C3,128,AFFINE_BOOLEAN_V1,joint,3,99104
0.375,1,C3,128,AFFINE_BOOLEAN_V1,bit1,0,99104
0.375,1,C3,128,AFFINE_BOOLEAN_V1,bit2,0,99104
0.625,1,C3,128,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,1,C3,128,AFFINE_BOOLEAN_V1,joint,0,99104
0.5,1,C3,128,AFFINE_BOOLEAN_V1,bit1,1,99104
0.625,1,C3,128,AFFINE_BOOLEAN_V1,bit2,1,99104
0.75,1,C3,128,AFFINE_BOOLEAN_V1,bit3,1,99104
0.125,1,C3,128,AFFINE_BOOLEAN_V1,joint,1,99104
0.875,1,C3,128,AFFINE_BOOLEAN_V1,bit1,2,99104
0.75,1,C3,128,AFFINE_BOOLEAN_V1,bit2,2,99104
0.5,1,C3,128,AFFINE_BOOLEAN_V1,bit3,2,99104
0.375,1,C3,128,AFFINE_BOOLEAN_V1,joint,2,99104
0.375,1,C3,128,AFFINE_BOOLEAN_V1,bit1,3,99104
0.25,1,C3,128,AFFINE_BOOLEAN_V1,bit2,3,99104
0.375,1,C3,128,AFFINE_BOOLEAN_V1,bit3,3,99104
0.0,1,C3,128,AFFINE_BOOLEAN_V1,joint,3,99104
0.5,2,C3,128,AFFINE_BOOLEAN_V1,bit1,0,99104
0.5,2,C3,128,AFFINE_BOOLEAN_V1,bit2,0,99104
0.375,2,C3,128,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,2,C3,128,AFFINE_BOOLEAN_V1,joint,0,99104
0.625,2,C3,128,AFFINE_BOOLEAN_V1,bit1,1,99104
0.5,2,C3,128,AFFINE_BOOLEAN_V1,bit2,1,99104
0.5,2,C3,128,AFFINE_BOOLEAN_V1,bit3,1,99104
0.25,2,C3,128,AFFINE_BOOLEAN_V1,joint,1,99104
1.0,2,C3,128,AFFINE_BOOLEAN_V1,bit1,2,99104
0.5,2,C3,128,AFFINE_BOOLEAN_V1,bit2,2,99104
0.875,2,C3,128,AFFINE_BOOLEAN_V1,bit3,2,99104
0.375,2,C3,128,AFFINE_BOOLEAN_V1,joint,2,99104
0.5,2,C3,128,AFFINE_BOOLEAN_V1,bit1,3,99104
0.75,2,C3,128,AFFINE_BOOLEAN_V1,bit2,3,99104
0.25,2,C3,128,AFFINE_BOOLEAN_V1,bit3,3,99104
0.125,2,C3,128,AFFINE_BOOLEAN_V1,joint,3,99104
0.5,3,C3,128,AFFINE_BOOLEAN_V1,bit1,0,99104
0.375,3,C3,128,AFFINE_BOOLEAN_V1,bit2,0,99104
0.25,3,C3,128,AFFINE_BOOLEAN_V1,bit3,0,99104
0.125,3,C3,128,AFFINE_BOOLEAN_V1,joint,0,99104
0.5,3,C3,128,AFFINE_BOOLEAN_V1,bit1,1,99104
0.625,3,C3,128,AFFINE_BOOLEAN_V1,bit2,1,99104
0.75,3,C3,128,AFFINE_BOOLEAN_V1,bit3,1,99104
0.25,3,C3,128,AFFINE_BOOLEAN_V1,joint,1,99104
0.875,3,C3,128,AFFINE_BOOLEAN_V1,bit1,2,99104
0.5,3,C3,128,AFFINE_BOOLEAN_V1,bit2,2,99104
0.5,3,C3,128,AFFINE_BOOLEAN_V1,bit3,2,99104
0.25,3,C3,128,AFFINE_BOOLEAN_V1,joint,2,99104
0.625,3,C3,128,AFFINE_BOOLEAN_V1,bit1,3,99104
0.375,3,C3,128,AFFINE_BOOLEAN_V1,bit2,3,99104
0.375,3,C3,128,AFFINE_BOOLEAN_V1,bit3,3,99104
0.0,3,C3,128,AFFINE_BOOLEAN_V1,joint,3,99104
0.5,0,C4,0,AFFINE_BOOLEAN_V1,bit1,0,99104
0.0,0,C4,0,AFFINE_BOOLEAN_V1,bit2,0,99104
0.375,0,C4,0,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,0,C4,0,AFFINE_BOOLEAN_V1,joint,0,99104
0.5,0,C4,0,AFFINE_BOOLEAN_V1,bit1,1,99104
0.625,0,C4,0,AFFINE_BOOLEAN_V1,bit2,1,99104
0.75,0,C4,0,AFFINE_BOOLEAN_V1,bit3,1,99104
0.25,0,C4,0,AFFINE_BOOLEAN_V1,joint,1,99104
0.875,0,C4,0,AFFINE_BOOLEAN_V1,bit1,2,99104
0.625,0,C4,0,AFFINE_BOOLEAN_V1,bit2,2,99104
0.5,0,C4,0,AFFINE_BOOLEAN_V1,bit3,2,99104
0.375,0,C4,0,AFFINE_BOOLEAN_V1,joint,2,99104
0.5,0,C4,0,AFFINE_BOOLEAN_V1,bit1,3,99104
0.5,0,C4,0,AFFINE_BOOLEAN_V1,bit2,3,99104
0.625,0,C4,0,AFFINE_BOOLEAN_V1,bit3,3,99104
0.125,0,C4,0,AFFINE_BOOLEAN_V1,joint,3,99104
0.375,1,C4,0,AFFINE_BOOLEAN_V1,bit1,0,99104
0.125,1,C4,0,AFFINE_BOOLEAN_V1,bit2,0,99104
0.375,1,C4,0,AFFINE_BOOLEAN_V1,bit3,0,99104
0.0,1,C4,0,AFFINE_BOOLEAN_V1,joint,0,99104
0.5,1,C4,0,AFFINE_BOOLEAN_V1,bit1,1,99104
0.625,1,C4,0,AFFINE_BOOLEAN_V1,bit2,1,99104
0.875,1,C4,0,AFFINE_BOOLEAN_V1,bit3,1,99104
0.25,1,C4,0,AFFINE_BOOLEAN_V1,joint,1,99104
0.75,1,C4,0,AFFINE_BOOLEAN_V1,bit1,2,99104
0.375,1,C4,0,AFFINE_BOOLEAN_V1,bit2,2,99104
0.5,1,C4,0,AFFINE_BOOLEAN_V1,bit3,2,99104
0.375,1,C4,0,AFFINE_BOOLEAN_V1,joint,2,99104
0.625,1,C4,0,AFFINE_BOOLEAN_V1,bit1,3,99104
